PlayerID,PlayerName,Team,MatchID,Runs,BallsFaced,Fours,Sixes,StrikeRate,Wickets,OversBowled,Economy,MatchType,Venue,Date
264,Babar Azam,Pakistan,1063,125,20,27,17,625.0,0,4,7.05,Test,Nottingham,2022-06-18
265,Shaheen Afridi,Pakistan,1095,116,98,3,1,118.37,1,6,5.95,T20,London,2022-04-17
266,Mitchell Starc,Australia,1013,114,58,21,11,196.55,2,8,6.26,Test,Karachi,2020-05-14
267,Steve Smith,Australia,1142,20,15,0,2,133.33,1,6,9.36,Test,London,2021-08-04
268,Mitchell Starc,Australia,1038,86,42,11,13,204.76,1,8,8.98,T20,Delhi,2023-04-08
269,Shaheen Afridi,Pakistan,1079,40,62,5,3,64.52,4,10,6.6,Test,London,2020-09-21
270,Hardik Pandya,India,1143,83,2,6,5,4150.0,0,4,5.19,T20,Karachi,2020-09-18
271,Suryakumar Yadav,India,1130,27,66,2,4,40.91,4,0,0.0,T20,Mumbai,2022-01-12
272,David Warner,Australia,1054,44,23,10,1,191.3,2,10,4.19,T20,Nottingham,2021-01-28
273,Mohammad Rizwan,Pakistan,1039,92,10,11,13,920.0,0,0,0.0,ODI,Lahore,2020-07-26
274,MS Dhoni,India,1196,132,20,7,10,660.0,3,0,0.0,Test,Sydney,2023-05-08
275,Ben Stokes,England,1041,56,64,5,3,87.5,3,0,0.0,ODI,Sydney,2022-06-15
276,Suryakumar Yadav,India,1093,106,37,14,4,286.49,3,8,8.47,Test,Melbourne,2022-06-28
277,Glenn Maxwell,Australia,1059,119,44,23,14,270.45,3,4,3.78,Test,Melbourne,2021-09-25
278,Ben Stokes,England,1094,113,78,1,8,144.87,4,6,3.36,Test,Nottingham,2022-08-03
279,Glenn Maxwell,Australia,1128,0,35,0,0,0.0,4,8,3.62,Test,London,2020-11-27
280,Fakhar Zaman,Pakistan,1035,11,20,0,1,55.0,2,4,3.12,T20,Mumbai,2023-08-06
281,Jos Buttler,England,1141,49,29,8,6,168.97,2,2,5.4,ODI,Delhi,2021-08-06
282,Shubman Gill,India,1069,37,84,6,5,44.05,4,6,7.93,T20,Sydney,2022-06-14
283,KL Rahul,India,1115,123,8,17,20,1537.5,0,8,6.11,T20,Mumbai,2022-04-29
284,Suryakumar Yadav,India,1128,4,86,0,0,4.65,1,0,0.0,T20,Melbourne,2022-03-01
285,MS Dhoni,India,1057,54,90,10,9,60.0,1,2,7.32,ODI,Karachi,2020-07-21
286,David Warner,Australia,1035,135,47,11,7,287.23,0,10,9.43,ODI,Lahore,2022-08-25
287,Shadab Khan,Pakistan,1114,0,19,0,0,0.0,4,8,7.04,Test,Mumbai,2020-06-11
288,Hardik Pandya,India,1055,62,73,0,8,84.93,0,8,8.48,ODI,London,2020-08-15
289,David Warner,Australia,1077,76,31,8,10,245.16,3,2,5.83,ODI,Mumbai,2021-05-03
290,Jonny Bairstow,England,1117,131,19,5,1,689.47,1,8,8.58,ODI,Delhi,2022-10-20
291,Ravindra Jadeja,India,1147,82,75,0,7,109.33,0,8,5.27,ODI,Sydney,2021-08-19
292,Joe Root,England,1157,75,71,14,4,105.63,2,6,6.84,T20,Melbourne,2023-03-14
293,Ben Stokes,England,1170,48,96,0,2,50.0,3,10,3.51,Test,Delhi,2022-12-08
294,Steve Smith,Australia,1134,98,72,13,13,136.11,1,2,6.24,Test,Mumbai,2022-03-10
295,Joe Root,England,1162,2,85,0,0,2.35,1,2,6.35,T20,Karachi,2021-06-03
296,MS Dhoni,India,1017,116,93,25,11,124.73,4,2,6.69,T20,Melbourne,2023-09-07
297,R Ashwin,India,1188,43,100,10,7,43.0,1,6,9.69,T20,Sydney,2020-03-31
298,Mitchell Starc,Australia,1086,20,23,2,2,86.96,4,6,9.68,Test,Sydney,2023-11-03
299,Jofra Archer,England,1161,35,75,2,3,46.67,4,8,5.46,ODI,Sydney,2020-05-09
300,Joe Root,England,1075,33,78,3,4,42.31,3,10,5.15,ODI,Mumbai,2021-02-12
301,MS Dhoni,India,1079,34,8,3,5,425.0,1,2,4.91,Test,London,2023-01-17
302,Jos Buttler,England,1009,131,90,24,10,145.56,3,2,8.6,Test,Melbourne,2021-08-08
303,Steve Smith,Australia,1167,70,63,16,9,111.11,4,2,9.42,T20,Lahore,2020-09-11
304,Glenn Maxwell,Australia,1102,83,68,6,5,122.06,0,6,3.3,Test,Nottingham,2022-03-02
305,David Warner,Australia,1127,105,47,26,12,223.4,4,10,7.15,Test,Nottingham,2022-01-22
306,Steve Smith,Australia,1186,25,9,6,1,277.78,1,0,0.0,T20,Delhi,2022-05-31
307,Fakhar Zaman,Pakistan,1075,124,42,7,15,295.24,0,2,4.79,T20,Delhi,2020-06-12
308,Pat Cummins,Australia,1078,67,50,3,11,134.0,1,0,0.0,T20,London,2020-12-07
309,Jos Buttler,England,1114,145,19,35,9,763.16,0,2,4.07,ODI,Karachi,2023-06-13
310,Jos Buttler,England,1163,48,99,11,1,48.48,0,8,3.67,ODI,Delhi,2023-10-06
311,Jos Buttler,England,1131,36,15,2,3,240.0,2,2,4.8,Test,Sydney,2020-03-04
312,Fakhar Zaman,Pakistan,1173,76,57,1,2,133.33,4,2,5.83,T20,Mumbai,2020-09-15
313,KL Rahul,India,1199,117,39,8,16,300.0,2,6,8.73,Test,Karachi,2022-01-11
314,Jonny Bairstow,England,1008,67,90,5,9,74.44,4,10,4.85,Test,Sydney,2023-10-22
315,Jos Buttler,England,1095,96,36,2,8,266.67,0,4,5.4,T20,Delhi,2023-03-21
316,Fakhar Zaman,Pakistan,1093,12,49,3,1,24.49,3,8,3.49,T20,Karachi,2023-08-23
317,David Warner,Australia,1029,148,8,37,7,1850.0,1,4,6.73,ODI,Sydney,2022-10-19
318,Jonny Bairstow,England,1030,124,58,2,5,213.79,1,6,7.63,T20,Lahore,2023-12-12
319,Ben Stokes,England,1156,34,98,6,5,34.69,3,10,6.94,T20,Nottingham,2021-02-13
320,Shubman Gill,India,1018,35,69,8,1,50.72,0,6,5.43,T20,Sydney,2023-12-31
321,Joe Root,England,1174,139,8,19,2,1737.5,4,6,9.82,T20,Karachi,2023-12-24
322,Ravindra Jadeja,India,1138,117,5,19,7,2340.0,3,0,0.0,T20,Lahore,2020-11-18
323,Shaheen Afridi,Pakistan,1130,120,30,20,19,400.0,1,0,0.0,ODI,Delhi,2021-02-15
324,Mohammad Rizwan,Pakistan,1126,15,76,1,1,19.74,4,10,3.82,ODI,Karachi,2023-02-08
325,Glenn Maxwell,Australia,1141,150,66,20,1,227.27,2,0,0.0,ODI,Delhi,2020-05-14
326,Glenn Maxwell,Australia,1183,74,67,3,1,110.45,2,10,6.48,Test,Nottingham,2022-12-12
327,Jofra Archer,England,1147,85,60,4,3,141.67,1,6,9.51,ODI,Sydney,2021-10-11
328,Jasprit Bumrah,India,1119,41,38,1,4,107.89,2,10,9.15,Test,Karachi,2020-09-19
329,Mohammad Rizwan,Pakistan,1110,133,67,15,6,198.51,3,10,3.57,Test,Mumbai,2020-09-11
330,Shaheen Afridi,Pakistan,1042,148,35,1,1,422.86,2,2,9.7,ODI,Karachi,2023-12-23
331,Shaheen Afridi,Pakistan,1132,9,25,1,0,36.0,4,10,5.2,T20,Delhi,2021-05-28
332,Fakhar Zaman,Pakistan,1070,94,14,0,13,671.43,4,6,6.52,ODI,Lahore,2023-06-12
333,Ravindra Jadeja,India,1164,133,25,12,20,532.0,1,8,3.18,ODI,Sydney,2020-12-16
334,Mitchell Starc,Australia,1010,24,79,3,4,30.38,3,6,9.76,ODI,Delhi,2020-04-03
335,David Warner,Australia,1196,95,92,12,14,103.26,3,2,4.94,Test,London,2023-06-19
336,Jasprit Bumrah,India,1160,133,32,28,10,415.62,1,6,5.55,Test,Lahore,2023-08-07
337,Glenn Maxwell,Australia,1062,30,5,2,1,600.0,1,0,0.0,Test,London,2021-09-01
338,Joe Root,England,1176,129,11,30,14,1172.73,0,4,4.19,ODI,Sydney,2022-06-19
339,Jofra Archer,England,1118,148,73,27,13,202.74,2,6,7.33,ODI,Karachi,2023-05-27
340,Shaheen Afridi,Pakistan,1183,3,40,0,0,7.5,0,8,7.31,T20,Karachi,2022-03-27
341,Shaheen Afridi,Pakistan,1131,51,93,3,3,54.84,3,10,5.98,Test,Delhi,2021-10-15
342,Shadab Khan,Pakistan,1031,62,63,13,2,98.41,2,6,6.37,T20,Nottingham,2021-05-22
343,Babar Azam,Pakistan,1012,85,5,1,13,1700.0,2,8,3.13,T20,London,2023-06-14
344,Ben Stokes,England,1040,78,21,9,6,371.43,1,8,4.51,T20,Karachi,2021-01-23
345,Shadab Khan,Pakistan,1131,81,45,3,0,180.0,2,0,0.0,T20,Nottingham,2021-09-23
346,Joe Root,England,1023,138,63,20,19,219.05,4,2,3.89,T20,Nottingham,2021-05-08
347,Fakhar Zaman,Pakistan,1090,33,52,1,2,63.46,0,8,5.76,ODI,Mumbai,2021-07-30
348,Jonny Bairstow,England,1167,41,21,9,4,195.24,0,0,0.0,Test,Nottingham,2021-08-08
349,Rohit Sharma,India,1110,16,9,0,0,177.78,1,6,3.53,ODI,Lahore,2022-01-19
350,Jos Buttler,England,1011,96,10,17,7,960.0,4,6,7.46,T20,Mumbai,2023-03-13
351,Shaheen Afridi,Pakistan,1141,33,8,5,0,412.5,0,6,6.15,T20,Delhi,2022-03-02
352,Jonny Bairstow,England,1071,68,32,11,0,212.5,4,8,3.27,Test,Delhi,2020-09-20
353,Suryakumar Yadav,India,1095,86,43,0,12,200.0,2,4,3.08,T20,Karachi,2020-10-22
354,Fakhar Zaman,Pakistan,1130,132,20,20,7,660.0,1,10,9.94,T20,Mumbai,2020-04-02
355,Shubman Gill,India,1182,142,83,6,18,171.08,3,4,4.22,T20,Nottingham,2022-11-29
356,Ben Stokes,England,1155,4,5,1,0,80.0,1,10,3.58,Test,Sydney,2021-11-02
357,David Warner,Australia,1100,111,92,16,7,120.65,0,0,0.0,Test,Lahore,2023-04-30
358,Mitchell Starc,Australia,1130,48,36,3,8,133.33,0,0,0.0,Test,Nottingham,2023-12-22
359,Glenn Maxwell,Australia,1004,121,62,30,17,195.16,1,8,3.88,T20,Karachi,2023-10-11
360,Suryakumar Yadav,India,1149,90,2,21,12,4500.0,4,6,4.1,T20,Mumbai,2023-05-07
361,Jos Buttler,England,1167,9,15,0,1,60.0,1,0,0.0,Test,Melbourne,2020-04-15
362,Ben Stokes,England,1134,58,78,11,9,74.36,0,2,9.6,Test,London,2020-10-29
363,Babar Azam,Pakistan,1146,31,51,5,0,60.78,4,4,7.7,Test,Delhi,2021-01-25
364,Jasprit Bumrah,India,1080,118,39,16,11,302.56,0,2,7.45,T20,Sydney,2022-04-25
365,Shadab Khan,Pakistan,1128,148,8,6,22,1850.0,3,4,5.24,Test,Nottingham,2020-05-07
366,Fakhar Zaman,Pakistan,1053,149,89,21,12,167.42,1,2,3.92,Test,Karachi,2023-09-18
367,Jonny Bairstow,England,1096,26,50,6,2,52.0,3,8,5.89,T20,Sydney,2022-07-30
368,Mitchell Starc,Australia,1090,96,56,2,6,171.43,3,0,0.0,Test,Lahore,2023-06-03
369,Ben Stokes,England,1063,127,8,9,15,1587.5,0,6,8.09,T20,Lahore,2021-04-05
370,Pat Cummins,Australia,1180,131,99,31,9,132.32,1,4,5.18,ODI,Nottingham,2021-10-11
371,Jos Buttler,England,1143,148,46,26,1,321.74,0,8,6.77,Test,Lahore,2021-08-12
372,R Ashwin,India,1173,85,90,21,11,94.44,0,10,4.42,Test,London,2022-03-19
373,David Warner,Australia,1074,120,20,10,15,600.0,2,10,9.14,ODI,Lahore,2020-06-10
374,Glenn Maxwell,Australia,1167,100,58,3,14,172.41,4,6,8.05,T20,Nottingham,2021-03-14
375,Fakhar Zaman,Pakistan,1069,23,99,1,0,23.23,4,10,7.87,Test,Lahore,2020-10-08
376,R Ashwin,India,1189,148,74,37,13,200.0,3,6,8.56,Test,Melbourne,2021-05-11
377,Ravindra Jadeja,India,1057,19,17,3,0,111.76,2,8,7.06,Test,Melbourne,2020-04-17
378,Suryakumar Yadav,India,1084,54,4,7,7,1350.0,1,10,8.63,Test,Nottingham,2020-07-24
379,Babar Azam,Pakistan,1140,59,19,0,2,310.53,4,6,8.49,ODI,London,2023-08-30
380,Jofra Archer,England,1166,116,31,3,18,374.19,4,6,3.86,ODI,Lahore,2021-10-19
381,Steve Smith,Australia,1196,112,55,0,17,203.64,3,0,0.0,ODI,Melbourne,2022-12-31
382,Shubman Gill,India,1106,46,75,8,3,61.33,4,0,0.0,ODI,Mumbai,2022-03-24
383,Ben Stokes,England,1191,144,70,3,19,205.71,2,10,9.94,T20,Mumbai,2020-01-19
384,Mitchell Starc,Australia,1154,123,75,6,8,164.0,1,8,4.29,ODI,Karachi,2021-08-05
385,Jonny Bairstow,England,1134,60,10,1,2,600.0,4,4,3.17,T20,Sydney,2022-10-29
386,Jos Buttler,England,1049,117,70,16,12,167.14,2,8,3.39,ODI,Karachi,2020-11-28
387,Jos Buttler,England,1183,34,46,2,4,73.91,4,8,6.37,ODI,Mumbai,2021-11-21
388,Mitchell Starc,Australia,1172,148,74,4,3,200.0,1,6,3.35,ODI,Sydney,2023-06-05
389,Jofra Archer,England,1131,38,35,0,0,108.57,3,10,3.4,T20,Delhi,2022-03-31
390,Shubman Gill,India,1035,59,60,8,3,98.33,0,6,3.09,T20,Karachi,2021-05-23
391,Hardik Pandya,India,1098,107,30,21,6,356.67,2,6,8.51,ODI,Nottingham,2021-06-30
392,Pat Cummins,Australia,1149,137,80,15,21,171.25,1,0,0.0,Test,Mumbai,2021-06-19
393,David Warner,Australia,1015,69,44,8,3,156.82,2,6,7.34,Test,Delhi,2022-08-11
394,David Warner,Australia,1103,106,57,20,3,185.96,1,0,0.0,Test,Lahore,2023-11-14
395,Hardik Pandya,India,1094,6,70,0,0,8.57,1,4,9.74,Test,Melbourne,2021-03-24
396,Shadab Khan,Pakistan,1039,142,48,6,20,295.83,1,2,5.93,T20,Karachi,2022-05-01
397,Jonny Bairstow,England,1170,127,14,24,4,907.14,1,8,4.8,ODI,Melbourne,2023-10-25
398,Ravindra Jadeja,India,1114,130,87,25,4,149.43,0,4,5.16,Test,Karachi,2020-06-08
399,Virat Kohli,India,1140,84,12,8,0,700.0,1,8,4.58,Test,Melbourne,2023-03-18
400,Mohammad Rizwan,Pakistan,1083,70,86,0,0,81.4,4,8,9.02,Test,Nottingham,2020-08-26
401,Fakhar Zaman,Pakistan,1125,42,41,6,5,102.44,0,0,0.0,ODI,Nottingham,2020-04-23
402,Ben Stokes,England,1131,97,70,13,5,138.57,1,0,0.0,T20,Nottingham,2023-02-28
403,Ravindra Jadeja,India,1118,73,85,4,1,85.88,0,2,3.68,Test,Lahore,2020-02-14
404,Jos Buttler,England,1000,143,51,21,11,280.39,3,4,6.21,Test,Melbourne,2023-03-30
405,Virat Kohli,India,1108,62,49,15,6,126.53,4,6,6.81,T20,Delhi,2023-01-13
406,Rohit Sharma,India,1120,67,86,14,7,77.91,4,10,4.13,ODI,Lahore,2022-04-17
407,Mohammad Rizwan,Pakistan,1196,13,27,0,0,48.15,1,6,8.4,Test,London,2022-02-05
408,Jofra Archer,England,1096,65,25,2,7,260.0,3,0,0.0,T20,Delhi,2023-10-30
409,Shaheen Afridi,Pakistan,1030,41,99,5,6,41.41,3,0,0.0,ODI,London,2022-12-19
410,Mohammad Rizwan,Pakistan,1000,122,50,10,18,244.0,4,4,4.37,ODI,Lahore,2022-08-06
411,Jonny Bairstow,England,1097,11,74,0,1,14.86,4,8,5.19,ODI,Melbourne,2022-08-01
412,David Warner,Australia,1070,136,47,14,15,289.36,1,2,6.13,ODI,Delhi,2020-03-06
413,Jonny Bairstow,England,1196,11,2,2,1,550.0,2,8,9.34,ODI,Melbourne,2021-02-26
414,Rohit Sharma,India,1152,113,40,5,0,282.5,3,0,0.0,ODI,Nottingham,2023-05-09
415,KL Rahul,India,1189,7,32,1,1,21.88,2,8,6.08,ODI,London,2022-06-17
416,Fakhar Zaman,Pakistan,1055,109,19,8,11,573.68,2,10,5.24,ODI,Sydney,2022-10-28
417,David Warner,Australia,1187,128,63,20,12,203.17,1,6,9.98,Test,Karachi,2023-03-28
418,David Warner,Australia,1077,58,27,4,8,214.81,2,0,0.0,ODI,Melbourne,2022-04-26
419,Pat Cummins,Australia,1015,24,20,1,1,120.0,4,4,4.31,Test,Sydney,2023-07-06
420,Jonny Bairstow,England,1126,8,50,1,0,16.0,3,6,9.92,ODI,Karachi,2023-08-10
421,Jonny Bairstow,England,1081,107,73,20,1,146.58,2,6,5.35,Test,London,2022-04-16
422,Shaheen Afridi,Pakistan,1096,20,28,1,1,71.43,0,8,5.94,ODI,Nottingham,2021-05-08
423,Shaheen Afridi,Pakistan,1181,33,41,2,1,80.49,1,4,7.56,ODI,Nottingham,2020-04-28
424,Jofra Archer,England,1142,127,22,16,4,577.27,3,4,8.91,Test,Sydney,2022-03-06
425,Shaheen Afridi,Pakistan,1052,90,35,0,3,257.14,4,2,5.28,T20,Delhi,2022-07-10
426,Steve Smith,Australia,1137,46,39,5,0,117.95,3,6,9.94,Test,Melbourne,2020-04-15
427,Glenn Maxwell,Australia,1172,86,63,2,3,136.51,1,0,0.0,Test,Mumbai,2020-05-29
428,Fakhar Zaman,Pakistan,1185,46,38,4,2,121.05,0,8,5.86,Test,Melbourne,2022-09-08
429,Shaheen Afridi,Pakistan,1077,141,100,11,16,141.0,0,4,3.41,ODI,Melbourne,2021-01-24
430,Jasprit Bumrah,India,1062,114,97,5,1,117.53,3,8,6.83,Test,Melbourne,2022-03-23
431,Fakhar Zaman,Pakistan,1082,34,19,3,0,178.95,0,10,9.43,T20,London,2022-08-12
432,Pat Cummins,Australia,1066,149,48,18,13,310.42,2,4,8.28,T20,Nottingham,2022-08-12
433,Jasprit Bumrah,India,1194,27,84,4,0,32.14,2,6,8.81,T20,Melbourne,2022-01-29
434,Glenn Maxwell,Australia,1011,18,47,3,1,38.3,4,8,3.48,Test,Melbourne,2020-10-25
435,Hardik Pandya,India,1141,29,9,7,0,322.22,3,0,0.0,Test,London,2021-08-27
436,Mohammad Rizwan,Pakistan,1084,141,75,34,8,188.0,2,10,8.2,ODI,London,2023-03-12
437,Shadab Khan,Pakistan,1140,67,92,7,1,72.83,0,8,7.15,Test,Karachi,2021-06-11
438,Jofra Archer,England,1117,119,55,15,16,216.36,3,4,4.87,ODI,Karachi,2020-12-12
439,Fakhar Zaman,Pakistan,1125,49,85,4,4,57.65,3,8,7.19,ODI,Mumbai,2022-12-09
440,Rohit Sharma,India,1171,136,68,34,16,200.0,1,0,0.0,ODI,Mumbai,2022-04-24
441,Mohammad Rizwan,Pakistan,1017,7,45,0,0,15.56,3,10,6.04,Test,Sydney,2020-01-19
442,Fakhar Zaman,Pakistan,1116,46,15,8,2,306.67,1,6,6.1,T20,Mumbai,2023-06-19
443,Jofra Archer,England,1004,20,51,5,3,39.22,0,8,7.48,ODI,London,2020-01-25
444,Ravindra Jadeja,India,1184,54,71,11,3,76.06,3,8,9.8,T20,Lahore,2020-02-05
445,Ben Stokes,England,1027,90,55,8,0,163.64,0,2,5.53,ODI,Sydney,2021-05-08
446,Fakhar Zaman,Pakistan,1134,11,6,1,0,183.33,2,6,6.29,T20,Karachi,2021-07-01
447,Joe Root,England,1095,92,99,7,13,92.93,2,8,6.32,T20,Nottingham,2023-03-03
448,Mohammad Rizwan,Pakistan,1076,140,61,7,10,229.51,3,6,4.99,Test,Delhi,2023-08-31
449,Rohit Sharma,India,1103,38,85,4,0,44.71,1,4,3.31,T20,London,2023-02-05
450,Joe Root,England,1163,8,88,0,0,9.09,0,0,0.0,ODI,Sydney,2020-06-18
451,Jofra Archer,England,1165,87,21,18,10,414.29,0,8,7.73,T20,Delhi,2022-12-17
452,KL Rahul,India,1054,146,11,12,13,1327.27,4,0,0.0,Test,Nottingham,2021-07-09
453,Rohit Sharma,India,1175,107,19,11,7,563.16,4,8,4.81,T20,Mumbai,2021-01-02
454,Steve Smith,Australia,1053,44,90,6,3,48.89,1,8,3.01,Test,Sydney,2023-12-30
455,Joe Root,England,1076,90,46,22,13,195.65,4,0,0.0,ODI,Melbourne,2023-03-06
456,Jonny Bairstow,England,1084,83,82,17,1,101.22,3,10,8.6,T20,Sydney,2023-11-12
457,Ravindra Jadeja,India,1190,81,19,14,11,426.32,3,0,0.0,T20,Mumbai,2020-07-19
458,Ben Stokes,England,1019,75,15,8,6,500.0,1,8,7.75,T20,London,2021-10-30
459,Hardik Pandya,India,1200,50,75,12,1,66.67,2,10,3.81,T20,Nottingham,2021-04-12
460,Mitchell Starc,Australia,1096,38,28,2,3,135.71,2,8,9.32,T20,Sydney,2023-10-24
461,Joe Root,England,1197,130,16,29,7,812.5,1,0,0.0,Test,Lahore,2021-05-19
462,Rohit Sharma,India,1068,11,35,2,0,31.43,4,2,9.37,ODI,London,2023-12-28
463,Shadab Khan,Pakistan,1081,61,49,14,8,124.49,0,10,8.92,T20,Delhi,2020-07-06
464,Hardik Pandya,India,1113,106,18,3,2,588.89,4,0,0.0,T20,Lahore,2020-07-28
465,Babar Azam,Pakistan,1047,121,30,27,11,403.33,1,4,6.15,T20,Nottingham,2023-02-14
466,Joe Root,England,1006,78,41,7,10,190.24,1,4,7.21,ODI,Karachi,2023-02-09
467,R Ashwin,India,1153,99,33,23,6,300.0,1,6,6.01,T20,London,2020-01-26
468,Glenn Maxwell,Australia,1099,55,65,0,3,84.62,2,8,6.62,ODI,Melbourne,2023-03-17
469,Shadab Khan,Pakistan,1043,145,92,34,10,157.61,2,10,7.17,ODI,Lahore,2021-09-08
470,Glenn Maxwell,Australia,1037,112,38,4,7,294.74,1,6,7.06,ODI,Sydney,2022-06-09
471,Glenn Maxwell,Australia,1076,64,31,3,0,206.45,4,2,6.4,T20,Delhi,2022-01-09
472,David Warner,Australia,1184,119,88,26,2,135.23,2,8,5.69,Test,Nottingham,2023-05-01
473,Shadab Khan,Pakistan,1027,106,64,26,9,165.62,2,2,5.19,ODI,Lahore,2020-01-14
474,Jos Buttler,England,1158,124,15,20,9,826.67,4,2,3.81,T20,Karachi,2022-06-20
475,Glenn Maxwell,Australia,1166,123,35,22,5,351.43,3,2,8.79,Test,Sydney,2021-09-07
476,Mitchell Starc,Australia,1177,112,29,12,14,386.21,3,0,0.0,ODI,Nottingham,2021-10-05
477,Shadab Khan,Pakistan,1081,108,96,15,3,112.5,4,8,6.35,T20,Nottingham,2023-03-25
478,Shaheen Afridi,Pakistan,1096,140,34,21,20,411.76,2,4,5.49,T20,London,2022-01-17
479,R Ashwin,India,1051,97,32,12,16,303.12,4,10,7.74,Test,Sydney,2023-10-28
480,Jasprit Bumrah,India,1181,20,44,2,2,45.45,3,4,4.16,ODI,Nottingham,2021-08-19
481,Suryakumar Yadav,India,1172,23,99,4,2,23.23,1,4,4.45,T20,Sydney,2023-07-21
482,David Warner,Australia,1064,16,99,3,1,16.16,0,2,6.23,Test,Sydney,2022-05-16
483,Joe Root,England,1114,84,8,4,0,1050.0,4,6,9.35,Test,Nottingham,2023-04-07
484,Jonny Bairstow,England,1129,63,91,4,1,69.23,2,10,6.73,Test,London,2023-01-18
485,MS Dhoni,India,1179,139,21,10,6,661.9,3,8,8.56,Test,Delhi,2020-08-11
486,Shaheen Afridi,Pakistan,1042,19,41,1,3,46.34,0,4,6.24,Test,Mumbai,2023-02-27
487,Jos Buttler,England,1110,47,52,5,6,90.38,1,6,5.0,ODI,Mumbai,2020-07-20
488,David Warner,Australia,1130,150,15,26,10,1000.0,0,4,7.04,Test,Melbourne,2022-07-01
489,Glenn Maxwell,Australia,1118,81,92,18,3,88.04,4,4,4.4,Test,Sydney,2021-12-07
490,Jasprit Bumrah,India,1026,72,72,12,0,100.0,0,0,0.0,T20,London,2020-06-24
491,Shubman Gill,India,1089,95,72,18,14,131.94,2,4,3.22,T20,Karachi,2022-07-21
492,Fakhar Zaman,Pakistan,1123,30,80,1,5,37.5,4,10,8.06,T20,Nottingham,2020-07-18
493,Jofra Archer,England,1081,53,10,9,4,530.0,3,2,5.33,ODI,Lahore,2020-04-01
494,Virat Kohli,India,1087,34,56,8,5,60.71,2,4,4.4,Test,Delhi,2023-10-18
495,Mohammad Rizwan,Pakistan,1132,25,71,5,2,35.21,0,6,8.84,ODI,Sydney,2021-11-08
496,Jofra Archer,England,1059,0,15,0,0,0.0,4,8,8.27,T20,Sydney,2021-01-16
497,Jofra Archer,England,1007,132,60,8,0,220.0,3,4,7.3,Test,Melbourne,2022-07-09
498,Jofra Archer,England,1001,103,23,8,1,447.83,3,10,3.17,Test,Melbourne,2021-02-25
499,Steve Smith,Australia,1147,74,99,7,2,74.75,3,8,9.63,ODI,Sydney,2022-01-19
500,David Warner,Australia,1117,33,45,2,2,73.33,1,0,0.0,ODI,Lahore,2023-10-05
501,Jonny Bairstow,England,1163,118,34,9,15,347.06,3,2,3.51,T20,London,2023-06-05
502,Jonny Bairstow,England,1029,12,56,2,2,21.43,3,2,4.97,T20,Karachi,2022-07-26
503,Shaheen Afridi,Pakistan,1157,135,87,13,22,155.17,2,10,5.25,Test,Delhi,2023-10-08
504,Shaheen Afridi,Pakistan,1030,52,39,0,0,133.33,0,10,9.85,ODI,Lahore,2020-08-27
505,Shaheen Afridi,Pakistan,1177,20,19,4,2,105.26,0,0,0.0,ODI,London,2022-05-06
506,Fakhar Zaman,Pakistan,1098,30,81,6,5,37.04,1,2,8.75,T20,Sydney,2022-09-23
507,Fakhar Zaman,Pakistan,1042,53,52,3,1,101.92,1,6,4.64,T20,Lahore,2020-10-14
508,Shaheen Afridi,Pakistan,1115,52,24,5,3,216.67,4,4,8.43,Test,Mumbai,2022-01-05
509,Jasprit Bumrah,India,1034,11,31,1,1,35.48,1,2,8.05,ODI,London,2023-02-24
510,Jofra Archer,England,1175,104,76,16,14,136.84,0,0,0.0,T20,London,2023-12-25
511,Jofra Archer,England,1042,92,26,17,15,353.85,0,2,6.27,ODI,Mumbai,2021-03-27
512,Steve Smith,Australia,1070,133,69,28,10,192.75,0,0,0.0,ODI,Lahore,2020-12-10
513,Jonny Bairstow,England,1190,106,19,8,1,557.89,3,6,8.52,T20,Delhi,2023-03-18
514,Hardik Pandya,India,1198,142,51,12,18,278.43,0,10,5.64,Test,Karachi,2023-01-15
515,Jasprit Bumrah,India,1139,144,58,22,0,248.28,3,4,8.91,ODI,London,2020-07-28
516,Shaheen Afridi,Pakistan,1008,137,47,22,20,291.49,4,4,7.66,T20,Lahore,2021-12-14
517,Jasprit Bumrah,India,1030,23,11,0,3,209.09,0,10,4.88,ODI,Melbourne,2023-04-19
518,Mitchell Starc,Australia,1161,83,83,18,11,100.0,4,2,3.73,T20,Sydney,2023-06-15
519,Mohammad Rizwan,Pakistan,1052,47,28,8,2,167.86,1,10,8.4,ODI,Karachi,2022-12-26
520,Mitchell Starc,Australia,1137,104,71,8,12,146.48,1,8,8.76,ODI,Karachi,2023-12-12
521,Pat Cummins,Australia,1146,30,2,7,0,1500.0,0,10,6.31,T20,Delhi,2020-10-04
522,Joe Root,England,1070,99,87,12,12,113.79,1,0,0.0,Test,Sydney,2023-12-07
523,Mohammad Rizwan,Pakistan,1037,7,7,1,1,100.0,2,6,9.82,Test,Karachi,2021-05-21
524,Jofra Archer,England,1036,148,28,0,3,528.57,4,6,3.3,Test,Lahore,2023-07-09
525,Jofra Archer,England,1115,12,57,0,1,21.05,1,8,4.87,ODI,Delhi,2022-04-05
526,Pat Cummins,Australia,1116,52,74,13,4,70.27,1,10,7.97,T20,Karachi,2023-04-06
527,Rohit Sharma,India,1187,141,10,34,2,1410.0,0,6,7.17,T20,Karachi,2020-05-09
528,Ben Stokes,England,1109,23,29,2,0,79.31,3,2,6.63,ODI,Nottingham,2021-07-03
